dealer_id,dealer_aadhar,farmer_id,relationship_date,claimed_fertiliser_qty_kg,relationship_status,max_allowed_txns_per_year
DEA0006,2870570605618,FAR004411,2024-04-09,57258,Active,12
DEA0396,2417353327403,FAR005005,2024-04-09,3619,Active,12
DEA0224,2667927527101,FAR003430,2024-04-09,7838,Active,12
DEA0052,2855587333466,FAR001738,2024-04-09,3709,Inactive,36
DEA0330,2896391543989,FAR002431,2024-04-09,7083,Active,24
DEA0376,2794796795246,FAR009624,2024-04-09,740,Active,24
DEA0243,2342945498247,FAR000629,2024-04-09,1649,Active,24
DEA0373,2584448947158,FAR002176,2024-04-09,676,Active,48
DEA0419,2951365321914,FAR004968,2024-04-09,20214,Active,12
DEA0204,2971950409550,FAR005950,2024-04-09,418,Active,36
DEA0495,2402164482439,FAR009928,2024-04-09,2335,Active,12
DEA0053,2635309954724,FAR007453,2024-04-09,4795,Active,48
DEA0225,2654814604031,FAR001814,2024-04-09,5429,Active,24
DEA0050,2670318030893,FAR006836,2024-04-09,891,Active,12
DEA0250,2681289806872,FAR003537,2024-04-09,235,Active,12
DEA0492,2514675426711,FAR000902,2024-04-09,1876,Active,36
DEA0057,2477789998915,FAR004984,2024-04-09,4652,Active,24
DEA0321,2531929098370,FAR001361,2024-04-10,49798,Active,12
DEA0232,2872446132680,FAR007671,2024-04-10,36554,Active,24
DEA0435,2405554692478,FAR003719,2024-04-10,4604,Active,24
DEA0090,2140912282765,FAR007777,2024-04-10,1999,Active,24
DEA0186,2845209106236,FAR007403,2024-04-10,27182,Active,48
DEA0314,2259948799783,FAR008970,2024-04-10,33339,Active,24
DEA0019,2898175341338,FAR003259,2024-04-10,663,Active,24
DEA0408,2317598715164,FAR004659,2024-04-10,3438,Active,36
DEA0366,2834700270436,FAR004201,2024-04-10,11633,Active,36
DEA0231,2340935384145,FAR003425,2024-04-10,23246,Active,24
DEA0027,2666971464000,FAR005395,2024-04-10,3009,Inactive,12
DEA0214,2151266415665,FAR009833,2024-04-10,1340,Active,12
DEA0127,2540846821394,FAR007474,2024-04-10,778,Active,12
DEA0488,2202465172435,FAR005648,2024-04-10,1439,Active,12
DEA0034,2492171975992,FAR000907,2024-04-10,834,Active,24
DEA0103,2115589670603,FAR000014,2024-04-10,1598,Active,24
DEA0036,2741223885407,FAR008436,2024-04-10,24565,Active,36
DEA0341,2865965844052,FAR007206,2024-04-10,382,Inactive,24
DEA0101,2175811950409,FAR004056,2024-04-10,1831,Active,24
DEA0291,2404486856337,FAR005218,2024-04-10,825,Active,12
DEA0387,2641932262905,FAR005712,2024-04-10,1463,Active,12
DEA0420,2288431119181,FAR004617,2024-04-11,3391,Active,24
DEA0325,2863505846808,FAR001256,2024-04-11,496214,Active,24
DEA0454,2508988318777,FAR005642,2024-04-11,1758,Active,24
DEA0097,2992922676224,FAR009496,2024-04-11,885,Active,24
DEA0132,2685455492114,FAR007991,2024-04-11,1431,Active,12
DEA0073,2405908539066,FAR002985,2024-04-11,687,Active,24
DEA0022,2787622025494,FAR000727,2024-04-11,24990,Active,12
DEA0154,2601506420683,FAR001972,2024-04-11,58648,Active,12
DEA0003,2311921777293,FAR000201,2024-04-11,4834,Active,12
DEA0256,2819169823813,FAR004015,2024-04-11,28422,Active,36
DEA0117,2159322191514,FAR009365,2024-04-11,52877,Active,24
DEA0174,2550866124392,FAR007511,2024-04-11,45817,Active,36
DEA0353,2295170977975,FAR008215,2024-04-11,515,Active,12
DEA0299,2450198410311,FAR003528,2024-04-11,1052,Active,24
DEA0350,2811358662748,FAR000653,2024-04-11,18899,Active,36
DEA0226,2037786582576,FAR007136,2024-04-11,210272,Active,24
DEA0479,2996759237639,FAR008221,2024-04-11,1015,Active,24
DEA0053,2635309954724,FAR008223,2024-04-11,1867,Active,12
DEA0272,2459446522813,FAR000582,2024-04-11,6528,Active,36
DEA0403,2367173489603,FAR006153,2024-04-11,11733,Active,36
DEA0064,2099582324720,FAR001669,2024-04-11,2802,Active,24
DEA0138,2941712159224,FAR003480,2024-04-12,46734,Active,48
DEA0299,2450198410311,FAR002293,2024-04-12,2292,Active,24
DEA0375,2259193470985,FAR003793,2024-04-12,1969,Active,24
DEA0271,2433510008368,FAR005689,2024-04-12,2314,Active,24
DEA0302,2165797052651,FAR005540,2024-04-12,307,Active,12
DEA0171,2440676773102,FAR006638,2024-04-12,23661,Active,24
DEA0187,2037930545250,FAR007985,2024-04-12,1280,Active,24
DEA0052,2855587333466,FAR002809,2024-04-12,1227,Active,24
DEA0134,2399136675251,FAR009531,2024-04-12,5378,Active,12
DEA0117,2159322191514,FAR007404,2024-04-12,3384,Active,36
DEA0453,2342316885292,FAR007589,2024-04-12,2177,Active,12
DEA0343,2781639685116,FAR003050,2024-04-12,487,Active,36
DEA0365,2776167166731,FAR001885,2024-04-12,1003,Active,36
DEA0065,2524912570065,FAR008254,2024-04-12,237,Inactive,36
DEA0381,2060817395078,FAR006699,2024-04-12,1977,Active,24
DEA0079,2829742415214,FAR003214,2024-04-12,19314,Active,12
DEA0304,2549693846992,FAR006963,2024-04-12,4151,Active,36
DEA0383,2477978168940,FAR007420,2024-04-12,685,Inactive,24
DEA0208,2840218312814,FAR008632,2024-04-12,23092,Active,24
DEA0124,2401931483117,FAR000400,2024-04-12,4211,Active,48
DEA0139,2387527051278,FAR005140,2024-04-12,570,Inactive,12
DEA0368,2219692206741,FAR009546,2024-04-13,1973,Active,12
DEA0093,2212343078301,FAR007499,2024-04-13,235,Active,24
DEA0270,2532826114607,FAR007969,2024-04-13,4227,Active,24
DEA0083,2086315895113,FAR002110,2024-04-13,58773,Active,12
DEA0251,2269516712000,FAR008164,2024-04-13,1499,Active,12
DEA0202,2734932569596,FAR003167,2024-04-13,780,Active,24
DEA0485,2966451652637,FAR004819,2024-04-13,1486,Active,36
DEA0320,2619959144624,FAR003136,2024-04-13,3919,Active,48
DEA0326,2794508986330,FAR006257,2024-04-13,24039,Active,48
DEA0270,2532826114607,FAR002312,2024-04-13,18670,Active,24
DEA0082,2463938989635,FAR001588,2024-04-13,1265,Active,24
DEA0046,2420233546838,FAR005587,2024-04-13,1836,Active,24
DEA0421,2735437869718,FAR000689,2024-04-13,623,Active,24
DEA0169,2344994770886,FAR002799,2024-04-13,5292,Active,12
DEA0475,2535645293324,FAR007393,2024-04-13,42411,Active,24
DEA0377,2257883895094,FAR002657,2024-04-13,872,Active,24
DEA0429,2730363426615,FAR005404,2024-04-13,141931,Active,12
DEA0437,2651419840604,FAR006229,2024-04-13,1122,Active,12
DEA0184,2352843937784,FAR001953,2024-04-13,18122,Active,24
DEA0322,2127943651016,FAR002159,2024-04-13,1970,Active,12
DEA0120,2065629553197,FAR002241,2024-04-13,41527,Active,36
DEA0255,2584714464342,FAR001337,2024-04-14,1558,Active,12
DEA0428,2351683423433,FAR001663,2024-04-14,1177,Active,36
DEA0238,2437847292840,FAR004072,2024-04-14,4980,Active,24
DEA0227,2128392923185,FAR008229,2024-04-14,943,Active,36
DEA0281,2894656933230,FAR003021,2024-04-14,818,Inactive,12
DEA0479,2996759237639,FAR005762,2024-04-14,13709,Active,36
DEA0316,2793333269131,FAR006688,2024-04-14,1709,Active,48
DEA0387,2641932262905,FAR009673,2024-04-14,4534,Active,24
DEA0328,2577865526319,FAR007789,2024-04-14,2093,Active,12
DEA0232,2872446132680,FAR004998,2024-04-14,960,Active,36
DEA0489,2288489907267,FAR003923,2024-04-14,16552,Active,12
DEA0103,2115589670603,FAR008849,2024-04-14,6308,Active,24
DEA0340,2417948937406,FAR002771,2024-04-14,11691,Inactive,24
DEA0414,2378622553351,FAR008745,2024-04-14,3859,Active,36
DEA0047,2207189700074,FAR002502,2024-04-14,2005,Active,24
DEA0381,2060817395078,FAR003379,2024-04-14,1596,Active,36
DEA0417,2079190017417,FAR000190,2024-04-14,4150,Active,24
DEA0441,2900981835090,FAR009761,2024-04-14,5467,Active,24
DEA0219,2748790146765,FAR005633,2024-04-14,17980,Active,24
DEA0470,2473503083447,FAR000950,2024-04-14,307,Inactive,24
DEA0045,2029220943701,FAR002750,2024-04-15,1992,Inactive,36
DEA0067,2287756352740,FAR007132,2024-04-15,594,Active,12
DEA0243,2342945498247,FAR006303,2024-04-15,1530,Inactive,12
DEA0491,2933799882407,FAR004650,2024-04-15,977,Active,36
DEA0213,2899499017012,FAR004284,2024-04-15,1505,Active,12
DEA0095,2378630762938,FAR008346,2024-04-15,381,Active,36
DEA0109,2249618572104,FAR003734,2024-04-15,438,Active,24
DEA0207,2435694754833,FAR009980,2024-04-15,3816,Active,36
DEA0021,2375468991675,FAR007307,2024-04-15,1427,Inactive,12
DEA0062,2139557291934,FAR002502,2024-04-15,1795,Active,24
DEA0230,2021587826232,FAR004900,2024-04-15,7924,Active,12
DEA0372,2738725588288,FAR009810,2024-04-15,939,Active,24
DEA0344,2465536962108,FAR000074,2024-04-15,46313,Inactive,36
DEA0361,2193223804905,FAR004066,2024-04-15,23144,Active,36
DEA0130,2085457153043,FAR009878,2024-04-15,1721,Active,24
DEA0108,2494831150146,FAR005655,2024-04-15,1199,Active,24
DEA0402,2215323873830,FAR007794,2024-04-15,1093,Active,12
DEA0280,2756272815445,FAR006624,2024-04-15,29944,Active,12
DEA0453,2342316885292,FAR006443,2024-04-15,1969,Active,12
DEA0480,2178775788080,FAR000763,2024-04-15,441,Inactive,12
DEA0261,2241832345621,FAR008873,2024-04-15,1806,Active,36
DEA0023,2735949309195,FAR008779,2024-04-16,792,Active,12
DEA0106,2577355158917,FAR001558,2024-04-16,606,Active,24
DEA0469,2846456019389,FAR009879,2024-04-16,25982,Active,24
DEA0117,2159322191514,FAR002137,2024-04-16,1879,Active,12
DEA0238,2437847292840,FAR003370,2024-04-16,5929,Active,36
DEA0367,2724126613176,FAR007283,2024-04-16,10175,Active,12
DEA0408,2317598715164,FAR007634,2024-04-16,54605,Active,12
DEA0118,2809480722925,FAR002684,2024-04-16,41773,Active,36
DEA0145,2334607409428,FAR005272,2024-04-16,289,Active,24
DEA0297,2930199590075,FAR006540,2024-04-16,1665,Active,24
DEA0281,2894656933230,FAR004116,2024-04-16,18886,Active,48
DEA0097,2992922676224,FAR002152,2024-04-16,1059,Active,36
DEA0367,2724126613176,FAR002218,2024-04-16,978,Active,24
DEA0296,2275918168525,FAR006646,2024-04-16,2610,Active,24
DEA0149,2408888867570,FAR000399,2024-04-16,51509,Active,12
DEA0175,2938711421894,FAR005298,2024-04-16,524,Active,12
DEA0181,2576893367461,FAR000407,2024-04-16,25943,Active,24
DEA0499,2419127416672,FAR006272,2024-04-16,1772,Active,48
DEA0032,2527774711556,FAR004129,2024-04-16,12802,Active,24
DEA0222,2423678849714,FAR006713,2024-04-16,870,Active,24
DEA0148,2862322521408,FAR001064,2024-04-16,2685,Active,48
DEA0158,2045622254732,FAR002626,2024-04-17,2030,Active,12
DEA0262,2178999685718,FAR007858,2024-04-17,15973,Active,24
DEA0235,2542903724352,FAR004069,2024-04-17,445,Active,36
DEA0192,2000590025357,FAR001100,2024-04-17,1864,Active,24
DEA0350,2811358662748,FAR003018,2024-04-17,9712,Active,24
DEA0290,2134172510425,FAR002361,2024-04-17,854,Active,24
DEA0290,2134172510425,FAR001103,2024-04-17,3891,Active,24
DEA0069,2621478174840,FAR007728,2024-04-17,7751,Inactive,24
DEA0185,2782579600248,FAR007788,2024-04-17,3633,Active,48
DEA0398,2361792646497,FAR001897,2024-04-17,3828,Active,48
DEA0376,2794796795246,FAR000668,2024-04-17,3966,Active,12
DEA0385,2566300176134,FAR000706,2024-04-17,2083,Active,24
DEA0457,2074120120989,FAR007789,2024-04-17,2277,Active,36
DEA0128,2670316220510,FAR002062,2024-04-17,3126,Active,12
DEA0033,2633629215658,FAR003187,2024-04-17,1622,Inactive,24
DEA0013,2135635826687,FAR002104,2024-04-17,316,Active,24
DEA0478,2106344914316,FAR000011,2024-04-17,3721,Active,24
DEA0166,2262380298429,FAR008006,2024-04-17,3102,Active,12
DEA0413,2995659961109,FAR000634,2024-04-17,1307,Active,12
DEA0335,2340528724043,FAR008040,2024-04-17,16536,Active,12
DEA0239,2474905716692,FAR003016,2024-04-17,5586,Active,48
DEA0232,2872446132680,FAR003711,2024-04-18,1344,Active,48
DEA0415,2021457228620,FAR007089,2024-04-18,20669,Active,24
DEA0333,2932237213229,FAR001741,2024-04-18,1294,Active,36
DEA0387,2641932262905,FAR004647,2024-04-18,18901,Active,36
DEA0358,2745657686827,FAR006971,2024-04-18,926,Active,24
DEA0155,2497221736166,FAR001042,2024-04-18,28216,Active,12
DEA0289,2954247452807,FAR000180,2024-04-18,1048,Active,36
DEA0167,2691172279665,FAR003548,2024-04-18,22651,Active,36
DEA0082,2463938989635,FAR003076,2024-04-18,25715,Active,36
DEA0332,2247200367115,FAR009506,2024-04-18,33514,Active,36
DEA0391,2847660040373,FAR007757,2024-04-18,2660,Active,12
DEA0012,2389527958399,FAR003586,2024-04-18,1492,Active,36
DEA0022,2787622025494,FAR006896,2024-04-18,39516,Active,48
DEA0221,2138102248752,FAR001927,2024-04-18,3283,Active,36
DEA0035,2096505381907,FAR009561,2024-04-18,58256,Active,48
DEA0289,2954247452807,FAR009854,2024-04-18,5317,Active,24
DEA0329,2180452688246,FAR009190,2024-04-18,1570,Active,24
DEA0233,2742872134878,FAR002243,2024-04-18,7171,Active,24
DEA0189,2844897362388,FAR003003,2024-04-18,1740,Active,48
DEA0076,2807775092919,FAR004071,2024-04-18,41625,Inactive,12
DEA0310,2730736122951,FAR009340,2024-04-18,3293,Active,24
DEA0173,2075486031862,FAR008457,2024-04-19,951,Active,12
DEA0036,2741223885407,FAR006862,2024-04-19,17368,Active,48
DEA0112,2768602022777,FAR008725,2024-04-19,10943,Active,24
DEA0055,2912283284715,FAR009663,2024-04-19,2480,Active,36
DEA0351,2358436742692,FAR006026,2024-04-19,41333,Active,12
DEA0414,2378622553351,FAR002167,2024-04-19,19886,Active,48
DEA0250,2681289806872,FAR005163,2024-04-19,328676,Inactive,36
DEA0395,2988432219161,FAR003218,2024-04-19,1214,Active,24
DEA0021,2375468991675,FAR003195,2024-04-19,1615,Active,48
DEA0115,2039319901246,FAR006213,2024-04-19,1940,Active,24
DEA0260,2463181186579,FAR004137,2024-04-19,4156,Active,12
DEA0474,2863610848939,FAR009765,2024-04-19,2532,Active,12
DEA0246,2730707661556,FAR005417,2024-04-19,35134,Active,12
DEA0416,2997892474396,FAR004250,2024-04-19,857,Active,12
DEA0383,2477978168940,FAR007540,2024-04-19,3292,Active,24
DEA0163,2415877787883,FAR009505,2024-04-19,88906,Active,12
DEA0392,2071379803159,FAR009997,2024-04-19,15096,Active,24
DEA0097,2992922676224,FAR007721,2024-04-19,7876,Active,24
DEA0260,2463181186579,FAR002155,2024-04-19,936,Active,24
DEA0035,2096505381907,FAR007297,2024-04-19,20509,Active,12
DEA0094,2053292060306,FAR002102,2024-04-19,1336,Active,12
DEA0200,2693174492132,FAR004834,2024-04-20,222,Inactive,36
DEA0188,2287782756813,FAR007272,2024-04-20,1029,Active,12
DEA0208,2840218312814,FAR008413,2024-04-20,1101,Active,36
DEA0104,2975604463798,FAR004692,2024-04-20,23796,Active,24
DEA0087,2954990462266,FAR007953,2024-04-20,2684,Active,48
DEA0311,2073121270010,FAR006542,2024-04-20,1533,Active,48
DEA0018,2092237681732,FAR004503,2024-04-20,1343,Active,36
DEA0218,2044661593940,FAR002496,2024-04-20,238,Active,24
DEA0347,2556494781151,FAR008675,2024-04-20,1220,Active,12
DEA0383,2477978168940,FAR004394,2024-04-20,47246,Active,24
DEA0045,2029220943701,FAR002834,2024-04-20,591,Active,12
DEA0009,2087316340923,FAR005883,2024-04-20,4168,Active,36
DEA0016,2297140671948,FAR004629,2024-04-20,2828,Active,12
DEA0290,2134172510425,FAR006053,2024-04-20,4873,Active,24
DEA0459,2335369115114,FAR000738,2024-04-20,2044,Active,24
DEA0320,2619959144624,FAR004153,2024-04-20,28946,Active,24
DEA0134,2399136675251,FAR008995,2024-04-20,43855,Active,24
DEA0153,2472948699426,FAR001612,2024-04-20,3281,Active,12
DEA0405,2606879107140,FAR002365,2024-04-20,1055,Active,12
DEA0145,2334607409428,FAR006091,2024-04-20,32456,Active,24
DEA0336,2186479605743,FAR004548,2024-04-20,7038,Inactive,12
DEA0110,2276861632164,FAR002660,2024-04-21,430,Active,48
DEA0042,2616846320033,FAR008323,2024-04-21,849,Active,36
DEA0359,2637783036034,FAR006040,2024-04-21,1492,Active,48
DEA0113,2320769859180,FAR006775,2024-04-21,3428,Inactive,24
DEA0073,2405908539066,FAR008641,2024-04-21,139,Active,36
DEA0330,2896391543989,FAR008961,2024-04-21,2191,Active,12
DEA0229,2627920496268,FAR004280,2024-04-21,2104,Inactive,24
DEA0046,2420233546838,FAR003749,2024-04-21,1333,Active,36
DEA0478,2106344914316,FAR006380,2024-04-21,16415,Inactive,12
DEA0233,2742872134878,FAR009992,2024-04-21,3120,Active,24
DEA0100,2871314968955,FAR006551,2024-04-21,606,Active,24
DEA0296,2275918168525,FAR009895,2024-04-21,4026,Active,24
DEA0316,2793333269131,FAR004016,2024-04-21,1340,Active,12
DEA0471,2970616984450,FAR005490,2024-04-21,33780,Active,36
DEA0160,2603776241474,FAR001321,2024-04-21,60707,Active,12
DEA0258,2027799668100,FAR002665,2024-04-21,7216,Active,24
DEA0176,2980946402057,FAR009378,2024-04-21,1067,Active,24
DEA0058,2616505290042,FAR000346,2024-04-21,6961,Active,24
DEA0243,2342945498247,FAR007826,2024-04-21,2491,Active,12
DEA0223,2326492882407,FAR003310,2024-04-21,55871,Active,48
DEA0500,2509235042216,FAR004376,2024-04-22,2836,Active,12
DEA0078,2589827545357,FAR005715,2024-04-22,8860,Inactive,36
DEA0436,2339692586886,FAR009413,2024-04-22,16526,Inactive,24
DEA0311,2073121270010,FAR004344,2024-04-22,3485,Active,24
DEA0254,2151185424453,FAR009334,2024-04-22,3932,Active,48
DEA0197,2723947149897,FAR007955,2024-04-22,2260,Active,12
DEA0401,2468232002266,FAR009383,2024-04-22,1948,Active,24
DEA0241,2438536514017,FAR003131,2024-04-22,23811,Active,36
DEA0336,2186479605743,FAR003481,2024-04-22,50436,Active,36
DEA0438,2751413615495,FAR009814,2024-04-22,2227,Active,12
DEA0398,2361792646497,FAR003997,2024-04-22,7114,Active,12
DEA0361,2193223804905,FAR001001,2024-04-22,2360,Active,12
DEA0335,2340528724043,FAR004266,2024-04-22,1976,Active,24
DEA0078,2589827545357,FAR009620,2024-04-22,939,Active,24
DEA0202,2734932569596,FAR007402,2024-04-22,1658,Active,24
DEA0449,2982547416347,FAR009087,2024-04-22,23846,Active,36
DEA0450,2988673332779,FAR000738,2024-04-22,2375,Active,24
DEA0200,2693174492132,FAR003080,2024-04-22,300,Inactive,36
DEA0038,2513289909131,FAR003317,2024-04-22,46721,Active,36
DEA0005,2935841521171,FAR004368,2024-04-22,839,Active,36
DEA0486,2165813064582,FAR008393,2024-04-22,22553,Active,36
DEA0226,2037786582576,FAR009756,2024-04-23,42853,Active,12
DEA0295,2897674285077,FAR006898,2024-04-23,56498,Active,36
DEA0447,2465584193734,FAR003697,2024-04-23,23120,Active,24
DEA0242,2544914498089,FAR003796,2024-04-23,2299,Active,24
DEA0063,2155900124527,FAR000238,2024-04-23,3919,Active,24
DEA0150,2728424049360,FAR001482,2024-04-23,18326,Active,12
DEA0357,2956607661978,FAR005484,2024-04-23,4230,Active,12
DEA0235,2542903724352,FAR007395,2024-04-23,315,Active,24
DEA0240,2203140000546,FAR004829,2024-04-23,2449,Active,24
DEA0400,2004555014869,FAR002463,2024-04-23,1314,Inactive,24
DEA0431,2563361109695,FAR001263,2024-04-23,1862,Active,36
DEA0081,2154910538798,FAR008535,2024-04-23,2195,Active,12
DEA0154,2601506420683,FAR005346,2024-04-23,36373,Active,24
DEA0003,2311921777293,FAR007137,2024-04-23,706,Inactive,36
DEA0455,2573844235573,FAR004622,2024-04-23,13288,Inactive,24
DEA0253,2344643709707,FAR002762,2024-04-23,10677,Active,12
DEA0423,2632769783577,FAR003027,2024-04-23,1317,Active,24
DEA0214,2151266415665,FAR006396,2024-04-23,31735,Active,24
DEA0268,2230420650491,FAR006754,2024-04-23,1338,Active,36
DEA0277,2859672169852,FAR002192,2024-04-23,19271,Active,24
DEA0307,2004379524097,FAR005494,2024-04-23,1504,Active,48
DEA0082,2463938989635,FAR004206,2024-04-24,2504,Active,24
DEA0027,2666971464000,FAR002540,2024-04-24,2194,Active,24
DEA0476,2000100746534,FAR009717,2024-04-24,6200,Active,36
DEA0096,2302869094337,FAR003272,2024-04-24,10975,Active,36
DEA0255,2584714464342,FAR007947,2024-04-24,1709,Active,12
DEA0330,2896391543989,FAR003675,2024-04-24,4380,Inactive,24
DEA0338,2740302162728,FAR002361,2024-04-24,908,Active,36
DEA0434,2833992647331,FAR001881,2024-04-24,2486,Active,24
DEA0125,2702906107025,FAR007234,2024-04-24,729,Active,36
DEA0236,2597823270542,FAR003853,2024-04-24,1090,Inactive,12
DEA0468,2171211171215,FAR008917,2024-04-24,24355,Active,36
DEA0342,2140353381208,FAR007506,2024-04-24,1036,Active,24
DEA0366,2834700270436,FAR004286,2024-04-24,11823,Active,48
DEA0277,2859672169852,FAR007781,2024-04-24,549,Active,12
DEA0168,2067811274296,FAR006345,2024-04-24,47781,Active,24
DEA0001,2538274001343,FAR006359,2024-04-24,32101,Active,12
DEA0316,2793333269131,FAR000961,2024-04-24,12243,Inactive,24
DEA0385,2566300176134,FAR002694,2024-04-24,2723,Active,12
DEA0101,2175811950409,FAR008321,2024-04-24,1507,Active,12
DEA0419,2951365321914,FAR008270,2024-04-24,1947,Active,24
DEA0362,2982743443856,FAR001323,2024-04-24,714,Active,24
DEA0110,2276861632164,FAR000479,2024-04-25,25804,Active,24
DEA0370,2157262164254,FAR003418,2024-04-25,800,Active,24
DEA0055,2912283284715,FAR006528,2024-04-25,29426,Active,48
DEA0373,2584448947158,FAR008460,2024-04-25,397,Active,12
DEA0073,2405908539066,FAR009426,2024-04-25,3940,Active,24
DEA0234,2483317959428,FAR008998,2024-04-25,1508,Active,12
DEA0470,2473503083447,FAR009323,2024-04-25,781,Active,24
DEA0238,2437847292840,FAR006968,2024-04-25,258,Active,24
DEA0478,2106344914316,FAR006668,2024-04-25,443,Inactive,36
DEA0440,2652674349664,FAR008897,2024-04-25,17969,Active,24
DEA0153,2472948699426,FAR000851,2024-04-25,906,Active,36
DEA0023,2735949309195,FAR007087,2024-04-25,60113,Active,36
DEA0414,2378622553351,FAR006763,2024-04-25,28807,Active,24
DEA0227,2128392923185,FAR006129,2024-04-25,3682,Active,24
DEA0189,2844897362388,FAR006969,2024-04-25,272,Active,36
DEA0146,2739976321242,FAR000167,2024-04-25,931,Inactive,24
DEA0462,2211813144038,FAR005039,2024-04-25,1883,Active,24
DEA0276,2328398816680,FAR000325,2024-04-25,744,Active,24
DEA0281,2894656933230,FAR000853,2024-04-25,11265,Active,24
DEA0096,2302869094337,FAR007413,2024-04-25,756,Active,24
DEA0295,2897674285077,FAR004263,2024-04-25,1818,Active,24
DEA0278,2039763768775,FAR004792,2024-04-26,24881,Active,48
DEA0156,2845311989767,FAR007557,2024-04-26,5130,Inactive,48
DEA0314,2259948799783,FAR006712,2024-04-26,6319,Active,24
DEA0291,2404486856337,FAR009264,2024-04-26,1891,Active,36
DEA0022,2787622025494,FAR007943,2024-04-26,1710,Active,24
DEA0169,2344994770886,FAR008232,2024-04-26,13630,Active,36
DEA0118,2809480722925,FAR000543,2024-04-26,1817,Active,24
DEA0448,2722698128819,FAR001658,2024-04-26,26167,Inactive,24
DEA0400,2004555014869,FAR002107,2024-04-26,2795,Active,24
DEA0077,2085187776951,FAR003525,2024-04-26,594,Active,36
DEA0418,2941958973473,FAR002077,2024-04-26,10539,Inactive,48
DEA0240,2203140000546,FAR003863,2024-04-26,9155,Inactive,24
DEA0231,2340935384145,FAR001736,2024-04-26,35973,Active,36
DEA0485,2966451652637,FAR000480,2024-04-26,28539,Active,24
DEA0106,2577355158917,FAR004080,2024-04-26,2180,Active,12
DEA0247,2761204992925,FAR001533,2024-04-26,25157,Active,36
DEA0179,2766298629529,FAR007388,2024-04-26,835,Active,36
DEA0296,2275918168525,FAR000596,2024-04-26,51230,Active,12
DEA0292,2721885793536,FAR004751,2024-04-26,780,Active,24
DEA0079,2829742415214,FAR004391,2024-04-26,1735,Active,24
DEA0362,2982743443856,FAR008744,2024-04-26,31989,Inactive,12
DEA0394,2901486997207,FAR006821,2024-04-27,18325,Active,12
DEA0341,2865965844052,FAR006579,2024-04-27,914,Active,12
DEA0156,2845311989767,FAR005860,2024-04-27,4534,Inactive,24
DEA0163,2415877787883,FAR004680,2024-04-27,1408,Active,24
DEA0052,2855587333466,FAR007858,2024-04-27,16681,Active,24
DEA0321,2531929098370,FAR002721,2024-04-27,1705,Active,12
DEA0433,2945740755340,FAR006575,2024-04-27,15078,Active,36
DEA0354,2931637252071,FAR002845,2024-04-27,553,Active,36
DEA0433,2945740755340,FAR003860,2024-04-27,382,Inactive,36
DEA0008,2689548922822,FAR004016,2024-04-27,1548,Active,24
DEA0468,2171211171215,FAR002487,2024-04-27,1681,Active,48
DEA0421,2735437869718,FAR000237,2024-04-27,574,Active,12
DEA0379,2864515714792,FAR006403,2024-04-27,333,Active,24
DEA0450,2988673332779,FAR005891,2024-04-27,49371,Active,24
DEA0276,2328398816680,FAR008518,2024-04-27,37475,Active,24
DEA0132,2685455492114,FAR008016,2024-04-27,9456,Active,24
DEA0082,2463938989635,FAR003263,2024-04-27,12994,Active,12
DEA0355,2133697776838,FAR001339,2024-04-27,2958,Active,36
DEA0233,2742872134878,FAR007227,2024-04-27,40417,Active,24
DEA0346,2898485784706,FAR009502,2024-04-27,336,Inactive,36
DEA0024,2240612739766,FAR009824,2024-04-27,1145,Active,36
DEA0409,2086529407981,FAR005792,2024-04-28,19978,Active,36
DEA0451,2794825436783,FAR002266,2024-04-28,527,Active,12
DEA0351,2358436742692,FAR008041,2024-04-28,2104,Active,24
DEA0409,2086529407981,FAR006544,2024-04-28,1548,Active,36
DEA0483,2987788948276,FAR006885,2024-04-28,2273,Active,24
DEA0025,2816640957535,FAR006053,2024-04-28,4979,Active,12
DEA0353,2295170977975,FAR007993,2024-04-28,1355,Active,36
DEA0068,2789232649591,FAR009541,2024-04-28,2995,Active,36
DEA0356,2205428170512,FAR005312,2024-04-28,58222,Active,12
DEA0231,2340935384145,FAR004031,2024-04-28,2173,Active,24
DEA0303,2371128546039,FAR004265,2024-04-28,1560,Active,12
DEA0366,2834700270436,FAR009006,2024-04-28,22071,Active,24
DEA0259,2297811238355,FAR005316,2024-04-28,4796,Active,48
DEA0204,2971950409550,FAR009393,2024-04-28,577,Active,12
DEA0385,2566300176134,FAR000529,2024-04-28,1195,Active,12
DEA0380,2647156822030,FAR006264,2024-04-28,291,Active,24
DEA0462,2211813144038,FAR007635,2024-04-28,58298,Active,12
DEA0199,2131875387351,FAR005378,2024-04-28,4043,Active,12
DEA0118,2809480722925,FAR009300,2024-04-28,964,Active,36
DEA0363,2776530822887,FAR007244,2024-04-28,1689,Inactive,12
DEA0495,2402164482439,FAR009057,2024-04-29,1207,Active,12
DEA0397,2452543025121,FAR000328,2024-04-29,2444,Active,24
DEA0259,2297811238355,FAR002184,2024-04-29,4533,Active,24
DEA0383,2477978168940,FAR001321,2024-04-29,54429,Active,36
DEA0380,2647156822030,FAR004827,2024-04-29,19609,Active,12
DEA0497,2127571991087,FAR007508,2024-04-29,1168,Active,12
DEA0163,2415877787883,FAR005473,2024-04-29,10324,Active,12
DEA0250,2681289806872,FAR006694,2024-04-29,13794,Active,24
DEA0252,2413842326796,FAR009562,2024-04-29,246,Active,24
