farmer_id,aadhar_no,phone_no,village,land_size_acres,kharif_crop,rabi_crop,irrigation_type,soil_type,last_subsidy_date,farm_category
FAR004053,4892140799271,9832098065,GreenVillage,29.62,Paddy,Wheat,Borewell,Clay,2024-09-28,Large (>12.35 acres)
FAR004054,5317941201960,9577978337,Gokul Vihar,51.8,Jowar,Wheat,Borewell,Alluvial,2024-09-28,Large (>12.35 acres)
FAR004055,2866877487262,9374762717,Maruthi Extension,2.29,Paddy,Wheat,Rainfed,Loamy,2024-09-28,Marginal (<2.47 acres)
FAR004056,4772427120073,9985931370,Ganesha Nagar,1.9,Paddy,Wheat,Rainfed,Clay,2024-09-28,SC/ST (Marginal (<2.47 ac
FAR004057,6927374054108,9468195694,RedSoil Hamlet,0.76,Paddy,Oats,Rainfed,Alluvial,2024-09-28,Marginal (<2.47 acres)
FAR004058,3095489066496,9536141422,Skanda Giri,1.19,Paddy,Wheat,Flood,Loamy,2024-09-28,Marginal (<2.47 acres)
FAR004059,5695616708922,9655546947,Anjaneya Layout,26.3,Paddy,Wheat,Drip,Loamy,2024-09-28,Large (>12.35 acres)
FAR004060,9648882574640,9835857227,Devi Krupa,0.35,Jowar,Wheat,Drip,Loamy,2024-09-28,Marginal (<2.47 acres)
FAR004061,3775153394507,9581292310,Shivaji Colony,12.89,Jowar,Wheat,Canal,Alluvial,2024-09-29,Large (>12.35 acres)
FAR004062,6367819615805,9856845770,Lakshmi Puram,1.7,Jowar,Wheat,Drip,Loamy,2024-09-29,SC/ST (Marginal (<2.47 ac
FAR004063,7433999767826,9705519399,Keshavpur,50.09,Paddy,Wheat,Rainfed,Red,2024-09-29,Large (>12.35 acres)
FAR004064,6502681284959,9551264609,Yelachaguppe,3.82,Paddy,Oats,Flood,Alluvial,2024-09-29,SC/ST (Small (2.47-4.94 a
FAR004065,3971748310617,9828715567,Sundarapuram,1.25,Paddy,Oats,Rainfed,Loamy,2024-09-29,SC/ST (Marginal (<2.47 ac
FAR004066,5400616864556,9407386529,Skanda Giri,41.52,Jowar,Wheat,Rainfed,Alluvial,2024-09-29,SC/ST (Large (>12.35 acre
FAR004067,2642721691897,9574627796,Uttara Phalguni,1.54,Paddy,Wheat,Rainfed,Clay,2024-09-29,Marginal (<2.47 acres)
FAR004068,5042633054951,9656546019,Balaji Nagar,32.94,Paddy,Wheat,Rainfed,Clay,2024-09-29,Large (>12.35 acres)
FAR004069,6617608024963,9520983387,Ganesha Nagar,0.47,Paddy,Oats,Rainfed,Red,2024-09-29,SC/ST (Marginal (<2.47 ac
FAR004070,5471482987830,9259014589,RedSoil Hamlet,0.93,Paddy,Wheat,Borewell,Alluvial,2024-09-29,SC/ST (Marginal (<2.47 ac
FAR004071,2721138716078,9288458425,Gokul Vihar,38.55,Paddy,Wheat,Drip,Clay,2024-09-29,Large (>12.35 acres)
FAR004072,5466240488091,9624939937,Nandi Hills,4.8,Paddy,Wheat,Borewell,Black (Regur),2024-09-29,Small (2.47-4.94 acres)
FAR004073,5250505788916,9517772600,Skanda Giri,17.3,Paddy,Wheat,Rainfed,Red,2024-09-29,Large (>12.35 acres)
FAR004074,4277778369091,9461843432,Rampur Village,3.64,Paddy,Wheat,Flood,Loamy,2024-09-29,Small (2.47-4.94 acres)
FAR004075,4499537529446,9449458972,Skanda Giri,1.64,Paddy,Wheat,Rainfed,Clay,2024-09-29,Marginal (<2.47 acres)
FAR004076,2444573152660,9466918489,Nandi Hills,37.44,Paddy,Oats,Sprinkler,Red,2024-09-30,Large (>12.35 acres)
FAR004077,9279739233191,9696408012,RedSoil Hamlet,2.32,Jowar,Wheat,Rainfed,Loamy,2024-09-30,Marginal (<2.47 acres)
FAR004078,4185213606668,9145316731,Subramanya Swamy,39.28,Jowar,Wheat,Rainfed,Clay,2024-09-30,Large (>12.35 acres)
FAR004079,6276953589172,9439253683,Devi Krupa,1.24,Jowar,Wheat,Sprinkler,Clay,2024-09-30,Marginal (<2.47 acres)
FAR004080,9511779235875,9388089607,Subramanya Swamy,2.1,Paddy,Wheat,Rainfed,Loamy,2024-09-30,Marginal (<2.47 acres)
FAR004081,5868965789587,9503307626,Skanda Giri,11.33,Paddy,Wheat,Flood,Sandy Loam,2024-09-30,Medium (4.94-12.35 acres)
FAR004082,6596306804618,9664199271,GreenVillage,1.63,Paddy,Wheat,Rainfed,Loamy,2024-09-30,SC/ST (Marginal (<2.47 ac
FAR004083,5253498061965,9670412943,Subramanya Swamy,1.14,Paddy,Oats,Canal,Red,2024-09-30,Marginal (<2.47 acres)
FAR004084,7199309470536,9316626779,Lakshmi Puram,3.52,Paddy,Wheat,Drip,Clay,2024-09-30,Small (2.47-4.94 acres)
FAR004085,1969513588215,9179012509,Dakshina Mukhi,2.26,Paddy,Wheat,Flood,Sandy Loam,2024-09-30,Marginal (<2.47 acres)
FAR004086,3520143748531,9717963862,Keshavpur,2.67,Paddy,Wheat,Rainfed,Clay,2024-09-30,Small (2.47-4.94 acres)
FAR004087,1193112187330,9714464348,Raja Rajeshwari,4.13,Paddy,Oats,Drip,Alluvial,2024-09-30,Small (2.47-4.94 acres)
FAR004088,8551821564407,9349126995,Dakshina Mukhi,0.55,Paddy,Wheat,Flood,Black (Regur),2024-09-30,Marginal (<2.47 acres)
FAR004089,2252920396826,9914633808,Balaji Nagar,4.59,Jowar,Wheat,Canal,Loamy,2024-09-30,Small (2.47-4.94 acres)
FAR004090,2626816979922,9591276697,Maruthi Extension,0.73,Jowar,Wheat,Rainfed,Alluvial,2024-09-30,Marginal (<2.47 acres)
FAR004091,6190213680474,9817002680,Lakshmi Puram,21.38,Paddy,Oats,Rainfed,Alluvial,2024-10-01,Large (>12.35 acres)
FAR004092,8243131028839,9141786406,Balaji Nagar,53.31,Paddy,Wheat,Drip,Sandy Loam,2024-10-01,Large (>12.35 acres)
FAR004093,8364388259255,9733343996,Raja Rajeshwari,40.85,Paddy,Wheat,Rainfed,Loamy,2024-10-01,Large (>12.35 acres)
FAR004094,5172439291583,9946727200,Neelkamal,1.14,Paddy,Wheat,Rainfed,Loamy,2024-10-01,Marginal (<2.47 acres)
FAR004095,2320779775619,9328079437,Lakshmi Puram,1.14,Paddy,Wheat,Borewell,Clay,2024-10-01,Marginal (<2.47 acres)
FAR004096,3369837429924,9434792399,Hanumantha Nagar,26.86,Jowar,Wheat,Borewell,Alluvial,2024-10-01,Large (>12.35 acres)
FAR004097,5037288629337,9236925972,Dakshina Mukhi,2.0,Jowar,Wheat,Borewell,Loamy,2024-10-01,Marginal (<2.47 acres)
FAR004098,2664474918945,9247552226,Hanumantha Nagar,7.89,Paddy,Wheat,Rainfed,Clay,2024-10-01,Medium (4.94-12.35 acres)
FAR004099,1649564557316,9587099569,GreenVillage,2.47,Paddy,Oats,Borewell,Sandy Loam,2024-10-01,Small (2.47-4.94 acres)
FAR004100,8851743328658,9764932735,Neelkamal,2.21,Jowar,Wheat,Rainfed,Alluvial,2024-10-01,SC/ST (Marginal (<2.47 ac
FAR004101,7292339765368,9543146194,Raja Rajeshwari,3.81,Paddy,Wheat,Drip,Alluvial,2024-10-01,Small (2.47-4.94 acres)
FAR004102,8196850071397,9437377157,Sundarapuram,29.13,Jowar,Wheat,Rainfed,Clay,2024-10-01,Large (>12.35 acres)
FAR004103,7095811090034,9605848022,Nandi Hills,0.34,Paddy,Wheat,Rainfed,Red,2024-10-01,Marginal (<2.47 acres)
FAR004104,9058983463728,9741454937,Uttara Phalguni,48.92,Paddy,Wheat,Drip,Red,2024-10-01,Large (>12.35 acres)
FAR004105,4260458680640,9636586636,Devi Krupa,47.4,Paddy,Oats,Drip,Alluvial,2024-10-01,Large (>12.35 acres)
FAR004106,9867952293855,9106126393,Raja Rajeshwari,6.54,Jowar,Wheat,Rainfed,Clay,2024-10-02,SC/ST (Medium (4.94-12.35
FAR004107,1475129884741,9604734379,Uttara Phalguni,1.52,Paddy,Wheat,Borewell,Alluvial,2024-10-02,Marginal (<2.47 acres)
FAR004108,8686458989372,9506460622,Anjaneya Layout,4.54,Jowar,Wheat,Drip,Clay,2024-10-02,SC/ST (Small (2.47-4.94 a
FAR004109,4263131498087,9304956959,Subramanya Swamy,16.49,Paddy,Wheat,Borewell,Alluvial,2024-10-02,Large (>12.35 acres)
FAR004110,3135769334985,9722805562,Hanumantha Nagar,3.44,Paddy,Wheat,Sprinkler,Sandy Loam,2024-10-02,Small (2.47-4.94 acres)
FAR004111,5253616608939,9299663462,Nandi Hills,41.71,Paddy,Oats,Rainfed,Black (Regur),2024-10-02,Large (>12.35 acres)
FAR004112,9135502063641,9919907819,Lakshmi Puram,52.38,Paddy,Wheat,Canal,Alluvial,2024-10-02,SC/ST (Large (>12.35 acre
FAR004113,1656593357218,9621311824,Hanumantha Nagar,1.25,Paddy,Oats,Rainfed,Loamy,2024-10-02,Marginal (<2.47 acres)
FAR004114,8468675975754,9533064364,Dakshina Mukhi,1.38,Paddy,Wheat,Borewell,Sandy Loam,2024-10-02,SC/ST (Marginal (<2.47 ac
FAR004115,1143398011945,9272873654,Nandi Hills,21.26,Paddy,Wheat,Rainfed,Clay,2024-10-02,Large (>12.35 acres)
FAR004116,4933640461543,9224712924,Anjaneya Layout,42.34,Jowar,Wheat,Drip,Clay,2024-10-02,Large (>12.35 acres)
FAR004117,1649377107352,9405266352,GreenVillage,18.39,Jowar,Wheat,Borewell,Clay,2024-10-02,Large (>12.35 acres)
FAR004118,4291837795025,9700913724,GreenVillage,55.33,Jowar,Wheat,Canal,Loamy,2024-10-02,Large (>12.35 acres)
FAR004119,9364683191501,9676455207,Rampur Village,2.04,Paddy,Oats,Borewell,Loamy,2024-10-02,Marginal (<2.47 acres)
FAR004120,3048284384979,9683970897,Anjaneya Layout,0.26,Paddy,Wheat,Drip,Alluvial,2024-10-03,Marginal (<2.47 acres)
FAR004121,6323987532399,9109329825,Devi Krupa,0.47,Paddy,Wheat,Rainfed,Alluvial,2024-10-03,SC/ST (Marginal (<2.47 ac
FAR004122,2894986183112,9934822256,Anjaneya Layout,3.57,Paddy,Oats,Rainfed,Red,2024-10-03,SC/ST (Small (2.47-4.94 a
FAR004123,4976811078825,9256968459,Pushpagiri,0.89,Paddy,Wheat,Flood,Sandy Loam,2024-10-03,Marginal (<2.47 acres)
FAR004124,1408270773807,9353357548,Subramanya Swamy,4.07,Paddy,Wheat,Rainfed,Loamy,2024-10-03,Small (2.47-4.94 acres)
FAR004125,7887389529563,9803053198,Subramanya Swamy,17.74,Jowar,Wheat,Flood,Black (Regur),2024-10-03,Large (>12.35 acres)
FAR004126,1577382861521,9364275965,Shivaji Colony,2.24,Jowar,Wheat,Rainfed,Black (Regur),2024-10-03,SC/ST (Marginal (<2.47 ac
FAR004127,5177630481754,9402493546,Subramanya Swamy,32.82,Jowar,Wheat,Borewell,Clay,2024-10-03,Large (>12.35 acres)
FAR004128,4755559716535,9146012887,Hanumantha Nagar,1.99,Paddy,Wheat,Borewell,Clay,2024-10-03,SC/ST (Marginal (<2.47 ac
FAR004129,7690886333217,9144551432,Subramanya Swamy,28.96,Jowar,Oats,Canal,Red,2024-10-03,SC/ST (Large (>12.35 acre
FAR004130,5069978099717,9727683047,Sundarapuram,2.19,Paddy,Wheat,Borewell,Sandy Loam,2024-10-03,Marginal (<2.47 acres)
FAR004131,7320356152790,9292403347,Ganesha Nagar,22.98,Jowar,Oats,Rainfed,Black (Regur),2024-10-03,Large (>12.35 acres)
FAR004132,5236408914443,9775779672,Bhoga Nandeeshwara,59.3,Paddy,Wheat,Borewell,Clay,2024-10-03,Large (>12.35 acres)
FAR004133,5234994471214,9260650606,Ganesha Nagar,29.72,Jowar,Wheat,Sprinkler,Clay,2024-10-03,Large (>12.35 acres)
FAR004134,2083589548336,9684253655,Shivaji Colony,0.32,Paddy,Wheat,Rainfed,Red,2024-10-03,SC/ST (Marginal (<2.47 ac
FAR004135,2084573091166,9977983280,Uttara Phalguni,2.26,Jowar,Wheat,Rainfed,Clay,2024-10-04,SC/ST (Marginal (<2.47 ac
FAR004136,4546576510938,9358326489,GreenVillage,0.71,Paddy,Wheat,Sprinkler,Black (Regur),2024-10-04,Marginal (<2.47 acres)
FAR004137,9231692557401,9969264260,Skanda Giri,4.41,Paddy,Wheat,Sprinkler,Loamy,2024-10-04,SC/ST (Small (2.47-4.94 a
FAR004138,2350778053834,9308437117,Bhoga Nandeeshwara,0.33,Paddy,Wheat,Rainfed,Clay,2024-10-04,Marginal (<2.47 acres)
FAR004139,7580104549013,9597658671,Venkatesh Pura,3.83,Jowar,Wheat,Drip,Clay,2024-10-04,Small (2.47-4.94 acres)
FAR004140,1743106589650,9807207992,Pushpagiri,0.39,Paddy,Wheat,Rainfed,Red,2024-10-04,SC/ST (Marginal (<2.47 ac
FAR004141,5133414710483,9265560156,GreenVillage,0.51,Paddy,Wheat,Drip,Alluvial,2024-10-04,Marginal (<2.47 acres)
FAR004142,4427509592437,9812159803,RedSoil Hamlet,1.94,Paddy,Oats,Rainfed,Sandy Loam,2024-10-04,Marginal (<2.47 acres)
FAR004143,5910417780506,9457922247,Lakshmi Puram,1.01,Paddy,Oats,Rainfed,Clay,2024-10-04,Marginal (<2.47 acres)
FAR004144,4985519190396,9783063632,Nandi Hills,2.31,Paddy,Wheat,Drip,Black (Regur),2024-10-04,Marginal (<2.47 acres)
FAR004145,8443865761833,9737213429,Balaji Nagar,28.15,Paddy,Wheat,Flood,Red,2024-10-04,Large (>12.35 acres)
FAR004146,8976781833031,9808288810,Uttara Phalguni,1.61,Jowar,Wheat,Rainfed,Red,2024-10-04,Marginal (<2.47 acres)
FAR004147,5153814243367,9223509594,GreenVillage,61.09,Jowar,Wheat,Rainfed,Red,2024-10-04,SC/ST (Large (>12.35 acre
FAR004148,2949230476427,9647406593,Nandi Hills,25.67,Paddy,Wheat,Rainfed,Loamy,2024-10-04,Large (>12.35 acres)
FAR004149,6493866381117,9604011381,Neelkamal,1.03,Paddy,Oats,Flood,Clay,2024-10-04,SC/ST (Marginal (<2.47 ac
FAR004150,3134642598981,9110623807,Keshavpur,0.29,Paddy,Oats,Flood,Loamy,2024-10-05,Marginal (<2.47 acres)
FAR004151,1610996703886,9717031144,Sundarapuram,16.01,Jowar,Wheat,Flood,Loamy,2024-10-05,SC/ST (Large (>12.35 acre
FAR004152,7117935092443,9908395079,Dakshina Mukhi,2.23,Paddy,Oats,Rainfed,Clay,2024-10-05,Marginal (<2.47 acres)
FAR004153,5741471484954,9572693588,Lakshmi Puram,30.73,Paddy,Oats,Rainfed,Loamy,2024-10-05,Large (>12.35 acres)
FAR004154,3561832257157,9704248599,Gokul Vihar,2.16,Paddy,Oats,Rainfed,Clay,2024-10-05,Marginal (<2.47 acres)
FAR004155,1828643311519,9294020737,Maruthi Extension,50.98,Jowar,Wheat,Flood,Red,2024-10-05,SC/ST (Large (>12.35 acre
FAR004156,6774536768137,9208003051,Keshavpur,1.52,Jowar,Wheat,Rainfed,Black (Regur),2024-10-05,SC/ST (Marginal (<2.47 ac
FAR004157,1265594044425,9706981434,Maruthi Extension,7.43,Jowar,Wheat,Borewell,Red,2024-10-05,Medium (4.94-12.35 acres)
FAR004158,6411805195327,9987329381,Pushpagiri,0.77,Jowar,Wheat,Rainfed,Clay,2024-10-05,Marginal (<2.47 acres)
FAR004159,1472268925582,9869327521,Raja Rajeshwari,3.01,Paddy,Wheat,Borewell,Loamy,2024-10-05,Small (2.47-4.94 acres)
FAR004160,6192547031823,9371276343,Bhoga Nandeeshwara,1.62,Paddy,Wheat,Rainfed,Alluvial,2024-10-05,Marginal (<2.47 acres)
FAR004161,2896975449426,9131474033,Yelachaguppe,2.88,Jowar,Oats,Rainfed,Black (Regur),2024-10-05,SC/ST (Small (2.47-4.94 a
FAR004162,7317263636089,9251734276,Devi Krupa,1.37,Paddy,Wheat,Borewell,Alluvial,2024-10-05,Marginal (<2.47 acres)
FAR004163,2611938752546,9359047532,Skanda Giri,2.35,Paddy,Wheat,Rainfed,Clay,2024-10-05,Marginal (<2.47 acres)
FAR004164,5476240966450,9785195446,Shivaji Colony,0.38,Paddy,Oats,Sprinkler,Alluvial,2024-10-05,SC/ST (Marginal (<2.47 ac
FAR004165,9377796202244,9483006326,Shivaji Colony,4.08,Paddy,Oats,Borewell,Red,2024-10-06,Small (2.47-4.94 acres)
FAR004166,4333908143026,9135147043,Gokul Vihar,1.52,Paddy,Wheat,Rainfed,Loamy,2024-10-06,Marginal (<2.47 acres)
FAR004167,4213331589131,9975367239,Neelkamal,28.9,Jowar,Wheat,Rainfed,Clay,2024-10-06,SC/ST (Large (>12.35 acre
FAR004168,3517829804467,9339296349,Maruthi Extension,2.31,Paddy,Wheat,Rainfed,Loamy,2024-10-06,SC/ST (Marginal (<2.47 ac
FAR004169,9049599364931,9753681748,Sundarapuram,2.8,Jowar,Wheat,Rainfed,Alluvial,2024-10-06,Small (2.47-4.94 acres)
FAR004170,3154745544506,9886048173,Hanumantha Nagar,0.49,Paddy,Wheat,Drip,Red,2024-10-06,SC/ST (Marginal (<2.47 ac
FAR004171,8604664547106,9962986803,Dakshina Mukhi,0.58,Paddy,Wheat,Rainfed,Clay,2024-10-06,Marginal (<2.47 acres)
FAR004172,4843146613000,9403265725,Gokul Vihar,30.89,Paddy,Oats,Rainfed,Loamy,2024-10-06,Large (>12.35 acres)
FAR004173,2644974775182,9211795937,Dakshina Mukhi,46.43,Paddy,Wheat,Rainfed,Black (Regur),2024-10-06,SC/ST (Large (>12.35 acre
FAR004174,1041887545274,9518295521,Anjaneya Layout,0.71,Paddy,Wheat,Borewell,Alluvial,2024-10-06,Marginal (<2.47 acres)
FAR004175,4784666349679,9452060035,Hanumantha Nagar,0.42,Paddy,Wheat,Borewell,Clay,2024-10-06,Marginal (<2.47 acres)
FAR004176,6420177268457,9196489655,Shivaji Colony,3.24,Paddy,Wheat,Rainfed,Alluvial,2024-10-06,Small (2.47-4.94 acres)
FAR004177,5766347287448,9279489237,Maruthi Extension,2.17,Paddy,Wheat,Flood,Sandy Loam,2024-10-06,Marginal (<2.47 acres)
FAR004178,5924726814018,9489986481,Yelachaguppe,1.52,Paddy,Wheat,Borewell,Clay,2024-10-06,SC/ST (Marginal (<2.47 ac
FAR004179,8892976539202,9673628092,Devi Krupa,49.17,Paddy,Wheat,Borewell,Alluvial,2024-10-06,Large (>12.35 acres)
FAR004180,5009315044959,9323012502,Lakshmi Puram,0.48,Jowar,Wheat,Rainfed,Red,2024-10-07,Marginal (<2.47 acres)
FAR004181,2629518536506,9543587965,Lakshmi Puram,3.23,Paddy,Wheat,Borewell,Loamy,2024-10-07,Small (2.47-4.94 acres)
FAR004182,4249367403724,9489024880,Yelachaguppe,1.25,Jowar,Wheat,Borewell,Black (Regur),2024-10-07,Marginal (<2.47 acres)
FAR004183,1289430015855,9879530209,Uttara Phalguni,47.64,Paddy,Wheat,Rainfed,Red,2024-10-07,Large (>12.35 acres)
FAR004184,1223479929029,9477905437,Shivaji Colony,0.97,Jowar,Wheat,Rainfed,Sandy Loam,2024-10-07,Marginal (<2.47 acres)
FAR004185,3046234248272,9146760058,Keshavpur,0.93,Paddy,Wheat,Rainfed,Alluvial,2024-10-07,Marginal (<2.47 acres)
FAR004186,6911486772994,9823902424,Rampur Village,12.63,Jowar,Wheat,Rainfed,Alluvial,2024-10-07,Large (>12.35 acres)
FAR004187,9882416675431,9828356860,Gokul Vihar,0.79,Paddy,Oats,Borewell,Sandy Loam,2024-10-07,Marginal (<2.47 acres)
FAR004188,4386189444957,9589632280,Maruthi Extension,1.43,Jowar,Wheat,Rainfed,Sandy Loam,2024-10-07,SC/ST (Marginal (<2.47 ac
FAR004189,5824419330325,9759649190,Nandi Hills,32.08,Jowar,Wheat,Rainfed,Clay,2024-10-07,Large (>12.35 acres)
FAR004190,3468304134346,9948699371,Hanumantha Nagar,57.31,Paddy,Wheat,Rainfed,Loamy,2024-10-07,Large (>12.35 acres)
FAR004191,6774744794635,9192311503,Shivaji Colony,40.29,Paddy,Wheat,Borewell,Clay,2024-10-07,SC/ST (Large (>12.35 acre
FAR004192,4925386440038,9251072329,Yelachaguppe,1.21,Paddy,Wheat,Borewell,Red,2024-10-07,Marginal (<2.47 acres)
FAR004193,1738940078441,9950043771,Dakshina Mukhi,2.6,Paddy,Wheat,Borewell,Red,2024-10-07,Small (2.47-4.94 acres)
FAR004194,5751652958496,9343242890,Subramanya Swamy,0.3,Paddy,Wheat,Rainfed,Alluvial,2024-10-07,Marginal (<2.47 acres)
FAR004195,8796643492266,9445608611,Neelkamal,0.49,Paddy,Wheat,Drip,Clay,2024-10-08,SC/ST (Marginal (<2.47 ac
FAR004196,8915800897679,9919940975,Pushpagiri,0.74,Paddy,Oats,Rainfed,Alluvial,2024-10-08,Marginal (<2.47 acres)
FAR004197,8106179364970,9397318098,Lakshmi Puram,2.78,Paddy,Wheat,Drip,Alluvial,2024-10-08,Small (2.47-4.94 acres)
FAR004198,9526930904163,9553591731,Sundarapuram,26.98,Paddy,Oats,Rainfed,Alluvial,2024-10-08,SC/ST (Large (>12.35 acre
FAR004199,2178136109039,9943584004,Pushpagiri,45.29,Paddy,Oats,Rainfed,Alluvial,2024-10-08,Large (>12.35 acres)
FAR004200,1629571275390,9781370313,RedSoil Hamlet,33.59,Paddy,Oats,Borewell,Alluvial,2024-10-08,Large (>12.35 acres)
FAR004201,1080883582093,9892081037,Rampur Village,12.29,Paddy,Wheat,Borewell,Clay,2024-10-08,Medium (4.94-12.35 acres)
FAR004202,9641660892926,9823059603,RedSoil Hamlet,1.29,Paddy,Wheat,Borewell,Alluvial,2024-10-08,Marginal (<2.47 acres)
FAR004203,6429551301358,9842586358,GreenVillage,3.65,Paddy,Wheat,Flood,Black (Regur),2024-10-08,Small (2.47-4.94 acres)
FAR004204,2979856683431,9538521955,GreenVillage,1.13,Paddy,Oats,Sprinkler,Red,2024-10-08,SC/ST (Marginal (<2.47 ac
FAR004205,7828731749986,9342916339,Raja Rajeshwari,1.06,Paddy,Wheat,Rainfed,Red,2024-10-08,Marginal (<2.47 acres)
FAR004206,1729932138467,9562865688,Balaji Nagar,2.45,Paddy,Wheat,Borewell,Loamy,2024-10-08,Marginal (<2.47 acres)
FAR004207,8905304153845,9689183144,Rampur Village,4.26,Jowar,Wheat,Drip,Red,2024-10-08,Small (2.47-4.94 acres)
FAR004208,5775132053436,9106339949,Hanumantha Nagar,0.32,Jowar,Wheat,Rainfed,Alluvial,2024-10-08,SC/ST (Marginal (<2.47 ac
FAR004209,4264727307528,9415272574,Sundarapuram,2.39,Jowar,Oats,Rainfed,Alluvial,2024-10-08,SC/ST (Marginal (<2.47 ac
FAR004210,3908546564494,9937529924,Keshavpur,2.87,Paddy,Wheat,Canal,Sandy Loam,2024-10-09,SC/ST (Small (2.47-4.94 a
FAR004211,6946542235366,9257697256,Devi Krupa,1.39,Paddy,Wheat,Canal,Clay,2024-10-09,Marginal (<2.47 acres)
FAR004212,4504153337226,9272444417,Rampur Village,4.34,Jowar,Wheat,Rainfed,Alluvial,2024-10-09,SC/ST (Small (2.47-4.94 a
FAR004213,9981917455026,9612713611,Gokul Vihar,2.3,Jowar,Wheat,Rainfed,Alluvial,2024-10-09,Marginal (<2.47 acres)
FAR004214,8964504293548,9300458267,Lakshmi Puram,52.77,Paddy,Wheat,Rainfed,Black (Regur),2024-10-09,Large (>12.35 acres)
FAR004215,9608805457352,9472955179,Anjaneya Layout,1.0,Jowar,Oats,Drip,Alluvial,2024-10-09,SC/ST (Marginal (<2.47 ac
FAR004216,2344502292433,9503663500,GreenVillage,2.57,Jowar,Wheat,Drip,Loamy,2024-10-09,Small (2.47-4.94 acres)
FAR004217,3737479808111,9977950548,Sundarapuram,2.03,Jowar,Wheat,Borewell,Red,2024-10-09,SC/ST (Marginal (<2.47 ac
FAR004218,3645744596516,9936573494,Keshavpur,17.3,Paddy,Wheat,Rainfed,Sandy Loam,2024-10-09,Large (>12.35 acres)
FAR004219,9021148125829,9455094407,Pushpagiri,6.22,Paddy,Wheat,Borewell,Alluvial,2024-10-09,Medium (4.94-12.35 acres)
FAR004220,5918798574763,9368932987,Yelachaguppe,1.57,Paddy,Oats,Borewell,Loamy,2024-10-09,Marginal (<2.47 acres)
FAR004221,5405301036478,9576131083,Skanda Giri,15.47,Paddy,Wheat,Borewell,Sandy Loam,2024-10-09,SC/ST (Large (>12.35 acre
FAR004222,3575313834367,9496304394,Uttara Phalguni,60.46,Paddy,Wheat,Borewell,Alluvial,2024-10-09,Large (>12.35 acres)
FAR004223,5792537063297,9832082962,GreenVillage,2.22,Jowar,Wheat,Rainfed,Alluvial,2024-10-09,Marginal (<2.47 acres)
FAR004224,9796126848534,9189649532,Shivaji Colony,18.28,Jowar,Wheat,Borewell,Alluvial,2024-10-09,Large (>12.35 acres)
FAR004225,5416609095388,9504033223,Uttara Phalguni,49.82,Paddy,Wheat,Rainfed,Loamy,2024-10-10,SC/ST (Large (>12.35 acre
FAR004226,1303272343814,9614314744,Balaji Nagar,4.47,Paddy,Wheat,Borewell,Clay,2024-10-10,Small (2.47-4.94 acres)
FAR004227,5030952681644,9291934662,Sundarapuram,16.37,Paddy,Wheat,Rainfed,Red,2024-10-10,Large (>12.35 acres)
FAR004228,7335982055189,9222115540,Lakshmi Puram,1.65,Jowar,Oats,Flood,Loamy,2024-10-10,Marginal (<2.47 acres)
FAR004229,1079558568987,9190054554,Pushpagiri,28.75,Paddy,Wheat,Flood,Loamy,2024-10-10,Large (>12.35 acres)
FAR004230,9294834388952,9998898957,Shivaji Colony,52.04,Paddy,Wheat,Borewell,Loamy,2024-10-10,Large (>12.35 acres)
FAR004231,3450281890636,9405086431,Rampur Village,1.66,Paddy,Wheat,Drip,Sandy Loam,2024-10-10,Marginal (<2.47 acres)
FAR004232,5914427181027,9987855580,Maruthi Extension,20.74,Paddy,Wheat,Borewell,Loamy,2024-10-10,SC/ST (Large (>12.35 acre
FAR004233,6709122474913,9815642263,Sundarapuram,1.84,Paddy,Wheat,Borewell,Alluvial,2024-10-10,Marginal (<2.47 acres)
FAR004234,9785255891927,9115653439,Maruthi Extension,0.79,Paddy,Wheat,Borewell,Clay,2024-10-10,Marginal (<2.47 acres)
FAR004235,4549533095218,9324309979,Uttara Phalguni,1.49,Jowar,Oats,Rainfed,Red,2024-10-10,SC/ST (Marginal (<2.47 ac
FAR004236,6010865822627,9315931543,Uttara Phalguni,1.75,Paddy,Wheat,Canal,Loamy,2024-10-10,Marginal (<2.47 acres)
FAR004237,7394343376852,9941815797,GreenVillage,0.53,Paddy,Wheat,Borewell,Red,2024-10-10,SC/ST (Marginal (<2.47 ac
FAR004238,2342241215591,9732391553,Raja Rajeshwari,1.0,Jowar,Wheat,Canal,Sandy Loam,2024-10-10,Marginal (<2.47 acres)
FAR004239,7228201044228,9659484851,Pushpagiri,0.4,Paddy,Wheat,Borewell,Clay,2024-10-10,Marginal (<2.47 acres)
FAR004240,3282585228918,9733098432,Gokul Vihar,15.56,Paddy,Wheat,Rainfed,Alluvial,2024-10-11,Large (>12.35 acres)
FAR004241,3322848889458,9763284155,Uttara Phalguni,47.03,Paddy,Wheat,Rainfed,Sandy Loam,2024-10-11,SC/ST (Large (>12.35 acre
FAR004242,5723414656771,9692114745,Skanda Giri,33.59,Jowar,Oats,Drip,Loamy,2024-10-11,SC/ST (Large (>12.35 acre
FAR004243,2547654610570,9778433756,Raja Rajeshwari,2.31,Paddy,Wheat,Flood,Alluvial,2024-10-11,SC/ST (Marginal (<2.47 ac
FAR004244,3453284984988,9194118400,Bhoga Nandeeshwara,4.74,Paddy,Wheat,Borewell,Loamy,2024-10-11,Small (2.47-4.94 acres)
